risk_id,risk_title,risk_description,department,risk_category,asset_type,risk_owner,likelihood,impact,asset_criticality,data_sensitivity,vulnerability_count,critical_vulnerability_count,past_incident_count,policy_violation_count,audit_finding_count,third_party_dependency,number_of_controls,control_effectiveness,control_test_pass_rate,days_since_control_test,open_control_deficiencies,regulatory_relevance,treatment_status,treatment_due_days,risk_accepted,days_open,inherent_risk_score,residual_risk_score,adjusted_risk_score,risk_level,action_status
R03271,Data Privacy risk affecting cloud service,Potential data privacy event may affect the cloud service used by Legal.,Legal,Data Privacy,Cloud Service,T. Karunaratne,2,2,3,2,5,1,2,1,1,0,5,0.712,0.654,456,2,PCI DSS,Planned,26,0,366,4,1.15,3.64,Low,Open
R03272,Third-Party risk affecting cloud service,Potential third-party event may affect the cloud service used by Operations.,Operations,Third-Party,Cloud Service,K. Fernando,2,3,2,4,6,1,0,2,3,1,7,0.688,0.761,320,2,NIST CSF,In Progress,45,0,549,6,1.87,3.37,Low,Open
R03273,Regulatory Compliance risk affecting network infrastructure,Potential regulatory compliance event may affect the network infrastructure used by Information Technology.,Information Technology,Regulatory Compliance,Network Infrastructure,N. Silva,1,3,3,3,1,0,1,1,2,0,4,0.516,0.551,396,4,SOX,In Progress,56,0,287,3,1.45,3.98,Low,Open
R03274,Cybersecurity risk affecting database,Potential cybersecurity event may affect the database used by Information Technology.,Information Technology,Cybersecurity,Database,D. Senanayake,3,1,2,4,13,2,0,1,1,0,7,0.591,0.553,187,3,PCI DSS,Risk Accepted,-337,1,793,3,1.23,1.75,Low,Open
R03275,Business Continuity risk affecting database,Potential business continuity event may affect the database used by Information Technology.,Information Technology,Business Continuity,Database,A. Perera,1,4,2,3,9,0,1,3,0,1,3,0.754,0.795,206,2,None,Not Started,6,0,834,4,0.98,1.69,Low,Open
R03276,Data Privacy risk affecting endpoint fleet,Potential data privacy event may affect the endpoint fleet used by Information Technology.,Information Technology,Data Privacy,Endpoint Fleet,M. Wijesinghe,2,2,2,3,3,1,1,1,1,0,2,0.822,0.941,249,3,ISO 27001,Risk Accepted,51,1,682,4,0.71,2.97,Low,Open
R03277,Third-Party risk affecting web application,Potential third-party event may affect the web application used by Finance.,Finance,Third-Party,Web Application,N. Silva,3,1,5,3,4,0,1,6,1,1,1,0.311,0.346,469,4,GDPR,Risk Accepted,-286,1,539,3,2.07,5.23,Low,Open
R03278,Financial risk affecting hr platform,Potential financial event may affect the hr platform used by Information Technology.,Information Technology,Financial,HR Platform,M. Wijesinghe,4,2,2,3,5,1,0,1,3,0,5,0.601,0.449,278,0,SOX,In Progress,168,0,714,8,3.19,6.2,Medium,Open
R03279,Access Management risk affecting payment system,Potential access management event may affect the payment system used by Finance.,Finance,Access Management,Payment System,N. Silva,2,5,4,4,10,0,0,0,3,0,1,0.532,0.782,201,1,NIST CSF,In Progress,175,0,823,10,4.68,4.62,Low,Open
R03280,Third-Party risk affecting vendor service,Potential third-party event may affect the vendor service used by Finance.,Finance,Third-Party,Vendor Service,K. Fernando,2,3,2,3,3,3,0,1,1,1,7,0.65,0.563,253,1,PCI DSS,In Progress,181,0,73,6,2.1,4.49,Low,Open
R03281,Financial risk affecting vendor service,Potential financial event may affect the vendor service used by Customer Support.,Customer Support,Financial,Vendor Service,T. Karunaratne,2,3,5,5,4,0,1,0,5,1,2,0.627,0.589,7,3,PCI DSS,Implemented,-353,0,670,6,2.24,5.14,Low,Closed
R03282,Financial risk affecting erp system,Potential financial event may affect the erp system used by Human Resources.,Human Resources,Financial,ERP System,K. Fernando,4,3,3,4,2,2,0,1,0,0,3,0.686,0.505,161,2,ISO 27001,In Progress,42,0,391,12,3.77,4.61,Low,Open
R03283,Cybersecurity risk affecting payment system,Potential cybersecurity event may affect the payment system used by Operations.,Operations,Cybersecurity,Payment System,M. Wijesinghe,2,3,3,4,5,1,0,0,5,1,4,0.799,0.767,87,1,ISO 27001,Implemented,-285,0,441,6,1.21,4.24,Low,Closed
R03284,Cybersecurity risk affecting database,Potential cybersecurity event may affect the database used by Information Technology.,Information Technology,Cybersecurity,Database,S. Jayasinghe,2,4,2,4,5,0,0,2,1,0,5,0.592,0.621,171,2,PCI DSS,Risk Accepted,-334,1,256,8,3.27,5.01,Low,Open
R03285,Business Continuity risk affecting payment system,Potential business continuity event may affect the payment system used by Information Technology.,Information Technology,Business Continuity,Payment System,D. Senanayake,4,3,2,3,5,0,2,2,1,0,2,0.829,0.933,107,0,None,Implemented,-278,0,416,12,2.05,5.16,Low,Closed
R03286,Operational risk affecting database,Potential operational event may affect the database used by Operations.,Operations,Operational,Database,T. Karunaratne,1,4,3,3,14,2,0,1,1,1,2,0.826,0.698,57,1,None,Planned,-42,0,140,4,0.69,3.17,Low,Overdue
R03287,Cybersecurity risk affecting database,Potential cybersecurity event may affect the database used by Customer Support.,Customer Support,Cybersecurity,Database,T. Karunaratne,3,5,2,4,7,0,0,3,1,0,3,0.742,0.746,30,2,PCI DSS,Planned,-105,0,882,15,3.87,2.69,Low,Overdue
R03288,Business Continuity risk affecting web application,Potential business continuity event may affect the web application used by Human Resources.,Human Resources,Business Continuity,Web Application,T. Karunaratne,4,1,4,3,3,1,1,3,2,0,3,0.866,0.761,259,0,None,Not Started,-131,0,507,4,0.54,3.25,Low,Overdue
R03289,Data Privacy risk affecting payment system,Potential data privacy event may affect the payment system used by Finance.,Finance,Data Privacy,Payment System,N. Silva,4,4,4,3,2,1,3,1,0,0,2,0.746,0.691,190,2,GDPR,In Progress,228,0,320,16,4.07,3.76,Low,Open
R03290,Regulatory Compliance risk affecting payment system,Potential regulatory compliance event may affect the payment system used by Sales.,Sales,Regulatory Compliance,Payment System,A. Perera,3,3,2,2,1,0,0,0,1,0,6,0.504,0.481,45,1,ISO 27001,Implemented,-284,0,745,9,4.46,2.68,Low,Closed
R03291,Data Privacy risk affecting endpoint fleet,Potential data privacy event may affect the endpoint fleet used by Operations.,Operations,Data Privacy,Endpoint Fleet,A. Perera,3,2,4,4,5,0,0,3,1,0,1,0.65,0.859,298,2,Local Privacy Law,In Progress,113,0,807,6,2.1,2.29,Low,Open
R03292,Cybersecurity risk affecting database,Potential cybersecurity event may affect the database used by Legal.,Legal,Cybersecurity,Database,T. Karunaratne,2,3,4,4,9,1,2,1,7,0,4,0.505,0.47,136,3,ISO 27001,Implemented,11,0,286,6,2.97,7.21,Medium,Closed
R03293,Cybersecurity risk affecting hr platform,Potential cybersecurity event may affect the hr platform used by Information Technology.,Information Technology,Cybersecurity,HR Platform,A. Perera,5,3,4,2,9,1,0,1,1,0,2,0.64,0.657,498,2,None,In Progress,-29,0,186,15,5.4,7.01,Medium,Overdue
R03294,Third-Party risk affecting web application,Potential third-party event may affect the web application used by Finance.,Finance,Third-Party,Web Application,R. Gunawardena,2,2,2,3,13,0,1,1,1,1,4,0.68,0.773,143,4,GDPR,In Progress,38,0,887,4,1.28,3.31,Low,Open
R03295,Third-Party risk affecting network infrastructure,Potential third-party event may affect the network infrastructure used by Information Technology.,Information Technology,Third-Party,Network Infrastructure,S. Jayasinghe,2,5,2,5,1,1,0,0,5,1,1,0.784,0.744,378,2,ISO 27001,In Progress,95,0,371,10,2.16,5.88,Medium,Open
R03296,Regulatory Compliance risk affecting payment system,Potential regulatory compliance event may affect the payment system used by Information Technology.,Information Technology,Regulatory Compliance,Payment System,S. Jayasinghe,3,3,2,4,1,0,0,0,1,0,7,0.522,0.54,448,1,Local Privacy Law,Planned,-25,0,674,9,4.3,5.93,Medium,Overdue
R03297,Cybersecurity risk affecting network infrastructure,Potential cybersecurity event may affect the network infrastructure used by Sales.,Sales,Cybersecurity,Network Infrastructure,A. Perera,3,1,4,2,5,1,1,1,3,1,4,0.609,0.487,359,1,PCI DSS,Implemented,-161,0,27,3,1.17,5.98,Medium,Closed
R03298,Business Continuity risk affecting erp system,Potential business continuity event may affect the erp system used by Finance.,Finance,Business Continuity,ERP System,S. Jayasinghe,3,5,3,2,2,2,1,0,0,1,6,0.766,0.834,265,1,None,Implemented,-186,0,279,15,3.51,5.42,Low,Closed
R03299,Business Continuity risk affecting payment system,Potential business continuity event may affect the payment system used by Finance.,Finance,Business Continuity,Payment System,R. Gunawardena,3,2,3,4,4,2,0,0,4,0,7,0.542,0.713,192,4,ISO 27001,Not Started,37,0,829,6,2.75,5.32,Low,Open
R03300,Data Privacy risk affecting vendor service,Potential data privacy event may affect the vendor service used by Finance.,Finance,Data Privacy,Vendor Service,S. Jayasinghe,2,3,4,3,4,0,1,0,3,1,6,0.425,0.698,272,2,PCI DSS,Not Started,181,0,589,6,3.45,7.01,Medium,Open
R03301,Operational risk affecting cloud service,Potential operational event may affect the cloud service used by Information Technology.,Information Technology,Operational,Cloud Service,A. Perera,2,3,3,3,7,1,0,0,1,1,7,0.811,0.873,432,1,None,Not Started,-96,0,106,6,1.14,2.5,Low,Overdue
R03302,Cybersecurity risk affecting cloud service,Potential cybersecurity event may affect the cloud service used by Information Technology.,Information Technology,Cybersecurity,Cloud Service,S. Jayasinghe,5,3,4,4,16,3,1,1,3,0,6,0.815,0.837,288,0,NIST CSF,Implemented,-173,0,438,15,2.77,4.77,Low,Closed
R03303,Operational risk affecting vendor service,Potential operational event may affect the vendor service used by Information Technology.,Information Technology,Operational,Vendor Service,M. Wijesinghe,2,4,3,2,3,1,1,0,2,1,1,0.836,0.876,86,0,ISO 27001,In Progress,120,0,561,8,1.31,1.38,Low,Open
R03304,Cybersecurity risk affecting cloud service,Potential cybersecurity event may affect the cloud service used by Sales.,Sales,Cybersecurity,Cloud Service,D. Senanayake,4,2,3,5,9,0,0,1,1,0,1,0.574,0.591,141,2,GDPR,Implemented,-101,0,663,8,3.41,4.39,Low,Closed
R03305,Regulatory Compliance risk affecting endpoint fleet,Potential regulatory compliance event may affect the endpoint fleet used by Information Technology.,Information Technology,Regulatory Compliance,Endpoint Fleet,N. Silva,2,4,2,4,16,0,1,0,1,0,1,0.743,0.796,143,0,PCI DSS,In Progress,37,0,196,8,2.06,1.47,Low,Open
R03306,Operational risk affecting endpoint fleet,Potential operational event may affect the endpoint fleet used by Finance.,Finance,Operational,Endpoint Fleet,A. Perera,2,4,3,3,9,0,1,0,1,1,5,0.624,0.641,241,2,NIST CSF,In Progress,80,0,182,8,3.01,3.06,Low,Open
R03307,Business Continuity risk affecting network infrastructure,Potential business continuity event may affect the network infrastructure used by Operations.,Operations,Business Continuity,Network Infrastructure,T. Karunaratne,3,3,4,3,6,0,1,0,0,0,7,0.685,0.639,226,2,None,In Progress,-137,0,497,9,2.83,3.69,Low,Overdue
R03308,Regulatory Compliance risk affecting cloud service,Potential regulatory compliance event may affect the cloud service used by Information Technology.,Information Technology,Regulatory Compliance,Cloud Service,R. Gunawardena,3,3,4,2,7,7,0,1,7,0,5,0.314,0.256,474,2,PCI DSS,In Progress,-56,0,767,9,6.18,10.16,High,Overdue
R03309,Third-Party risk affecting vendor service,Potential third-party event may affect the vendor service used by Operations.,Operations,Third-Party,Vendor Service,D. Senanayake,1,4,2,3,9,1,1,3,1,1,1,0.929,0.995,468,0,SOX,In Progress,-27,0,730,4,0.28,1.56,Low,Overdue
R03310,Operational risk affecting database,Potential operational event may affect the database used by Procurement.,Procurement,Operational,Database,N. Silva,2,4,4,4,6,0,1,1,0,0,2,0.875,0.77,143,2,Local Privacy Law,Planned,-81,0,404,8,1.0,0.94,Low,Overdue
R03311,Third-Party risk affecting web application,Potential third-party event may affect the web application used by Finance.,Finance,Third-Party,Web Application,D. Senanayake,5,3,2,1,2,1,1,3,1,1,7,0.65,0.658,362,1,ISO 27001,Not Started,-69,0,884,15,5.25,8.61,Medium,Overdue
R03312,Data Privacy risk affecting cloud service,Potential data privacy event may affect the cloud service used by Legal.,Legal,Data Privacy,Cloud Service,M. Wijesinghe,2,1,3,3,9,0,3,1,2,0,7,0.657,0.494,205,1,PCI DSS,Implemented,0,0,364,2,0.69,2.32,Low,Closed
R03313,Data Privacy risk affecting database,Potential data privacy event may affect the database used by Operations.,Operations,Data Privacy,Database,D. Senanayake,3,5,2,5,0,0,0,1,2,0,6,0.92,0.841,425,0,NIST CSF,In Progress,217,0,299,15,1.2,3.15,Low,Open
R03314,Operational risk affecting network infrastructure,Potential operational event may affect the network infrastructure used by Sales.,Sales,Operational,Network Infrastructure,R. Gunawardena,2,3,3,3,6,0,0,1,1,0,5,0.72,0.751,142,2,ISO 27001,In Progress,-50,0,151,6,1.68,1.93,Low,Overdue
R03315,Operational risk affecting hr platform,Potential operational event may affect the hr platform used by Customer Support.,Customer Support,Operational,HR Platform,M. Wijesinghe,3,4,3,3,1,0,1,1,2,0,3,0.648,0.604,80,1,ISO 27001,Risk Accepted,-155,1,823,12,4.22,7.39,Medium,Open
R03316,Business Continuity risk affecting erp system,Potential business continuity event may affect the erp system used by Human Resources.,Human Resources,Business Continuity,ERP System,K. Fernando,4,5,3,4,3,1,0,1,2,1,4,0.96,0.973,143,0,GDPR,Planned,208,0,812,20,0.81,2.03,Low,Open
R03317,Financial risk affecting database,Potential financial event may affect the database used by Human Resources.,Human Resources,Financial,Database,D. Senanayake,2,2,3,2,4,1,0,1,2,0,3,0.419,0.618,61,5,GDPR,Risk Accepted,-306,1,362,4,2.32,4.45,Low,Open
R03318,Data Privacy risk affecting cloud service,Potential data privacy event may affect the cloud service used by Human Resources.,Human Resources,Data Privacy,Cloud Service,N. Silva,4,4,3,3,7,0,1,2,2,0,3,0.632,0.628,202,3,Local Privacy Law,Implemented,-319,0,819,16,5.89,8.81,Medium,Closed
R03319,Financial risk affecting vendor service,Potential financial event may affect the vendor service used by Customer Support.,Customer Support,Financial,Vendor Service,K. Fernando,4,3,4,3,6,2,0,1,3,1,4,0.728,0.671,18,0,GDPR,Planned,136,0,151,12,3.27,4.87,Low,Open
R03320,Operational risk affecting network infrastructure,Potential operational event may affect the network infrastructure used by Customer Support.,Customer Support,Operational,Network Infrastructure,R. Gunawardena,3,2,3,4,4,1,0,1,2,0,7,0.79,0.809,35,1,NIST CSF,Implemented,-265,0,630,6,1.26,1.8,Low,Closed
R03321,Data Privacy risk affecting vendor service,Potential data privacy event may affect the vendor service used by Operations.,Operations,Data Privacy,Vendor Service,R. Gunawardena,2,2,3,2,8,0,0,1,1,1,4,0.627,0.532,84,2,Local Privacy Law,Risk Accepted,-269,1,781,4,1.49,4.14,Low,Open
R03322,Third-Party risk affecting web application,Potential third-party event may affect the web application used by Procurement.,Procurement,Third-Party,Web Application,S. Jayasinghe,2,1,4,2,14,0,0,3,1,1,3,0.568,0.672,424,3,ISO 27001,Implemented,-161,0,248,2,0.86,2.23,Low,Closed
R03323,Cybersecurity risk affecting hr platform,Potential cybersecurity event may affect the hr platform used by Information Technology.,Information Technology,Cybersecurity,HR Platform,A. Perera,3,2,3,3,6,0,1,3,2,1,6,0.544,0.702,279,2,Local Privacy Law,Implemented,-126,0,775,6,2.74,3.78,Low,Closed
R03324,Data Privacy risk affecting web application,Potential data privacy event may affect the web application used by Information Technology.,Information Technology,Data Privacy,Web Application,R. Gunawardena,3,1,3,2,4,1,0,0,2,0,1,0.71,0.957,94,2,Local Privacy Law,Not Started,172,0,807,3,0.87,1.57,Low,Open
R03325,Third-Party risk affecting web application,Potential third-party event may affect the web application used by Human Resources.,Human Resources,Third-Party,Web Application,M. Wijesinghe,2,3,3,2,4,2,0,1,1,1,6,0.478,0.519,21,2,Local Privacy Law,Implemented,40,0,271,6,3.13,6.68,Medium,Closed
R03326,Data Privacy risk affecting erp system,Potential data privacy event may affect the erp system used by Operations.,Operations,Data Privacy,ERP System,N. Silva,5,3,3,2,7,0,0,2,0,0,3,0.764,0.92,265,0,PCI DSS,In Progress,164,0,767,15,3.54,2.33,Low,Open
R03327,Cybersecurity risk affecting erp system,Potential cybersecurity event may affect the erp system used by Information Technology.,Information Technology,Cybersecurity,ERP System,N. Silva,3,5,4,2,18,1,1,0,3,0,6,0.556,0.643,395,3,None,Planned,-88,0,503,15,6.66,9.51,High,Overdue
R03328,Third-Party risk affecting hr platform,Potential third-party event may affect the hr platform used by Legal.,Legal,Third-Party,HR Platform,T. Karunaratne,3,2,4,4,2,0,0,1,4,1,1,0.626,0.547,183,2,Local Privacy Law,Not Started,9,0,163,6,2.24,3.54,Low,Open
